#Start @ Tue Jul  9 12:31:03 2019
#Twotheta(degree) Theta Q Time Count1 Count2 Count3 Count4 Count5 Count6 Count7 Count8
7.680000 3.840000 0.0 5 54066 605 716 1429 1027 8697 6661 0
7.700000 3.850000 0.0 5 54062 604 796 1368 1071 8422 6578 0
7.720000 3.860000 0.0 5 54064 610 790 1371 1101 8361 6727 0
7.740000 3.870000 0.0 5 54065 618 871 1454 1063 8502 6518 0
7.760000 3.880000 0.0 5 54061 645 876 1407 1022 8482 6649 0
7.780000 3.890000 0.0 5 54060 609 1067 1449 1049 8434 6773 0
7.800000 3.900000 0.0 5 54058 608 1139 1435 1025 8430 6661 0
7.820000 3.910000 0.0 5 54053 596 1020 1459 991 8329 6615 0
7.840000 3.920000 0.0 5 54054 641 957 1371 1042 8554 6516 0
7.860000 3.930000 0.0 5 54057 631 899 1429 997 8366 6562 0
7.880000 3.940000 0.0 5 54076 638 819 1450 1009 8422 6543 0
7.900000 3.950000 0.0 5 54087 658 795 1435 1028 8283 6472 0
7.920000 3.960000 0.0 5 54090 721 771 1397 1003 8322 6500 0
7.940000 3.970000 0.0 5 54088 1512 930 1555 997 8351 6606 0
7.960000 3.980000 0.0 5 54079 2430 1070 1497 990 8336 6646 0
7.980000 3.990000 0.0 5 54087 1991 1070 1537 1014 8278 6501 0
8.000000 4.000000 0.0 5 54086 1687 1401 1492 1023 8298 6625 0
8.020000 4.010000 0.0 5 54085 977 1136 1458 966 8242 6512 0
8.040000 4.020000 0.0 5 54085 636 1065 1548 1012 8094 6457 0
8.060000 4.030000 0.0 5 54085 704 1086 1414 972 8323 6419 0
8.080000 4.040000 0.0 5 54077 644 1176 1419 987 8297 6303 0
8.100000 4.050000 0.0 5 54072 691 1027 1347 966 8317 6474 0
8.120000 4.060000 0.0 5 54075 843 746 1369 968 8263 6468 0
8.140000 4.070000 0.0 5 54071 1144 840 1340 1037 8249 6474 0
8.160000 4.080000 0.0 5 54074 1954 860 1315 990 8344 6509 0
8.180000 4.090000 0.0 5 54069 2018 963 1387 954 8158 6533 0
8.200000 4.100000 0.0 5 54074 917 919 1440 1022 8357 6479 0
8.220000 4.110000 0.0 5 54107 719 891 1538 1020 8170 6493 0
8.240000 4.120000 0.0 5 54107 659 910 1518 1026 8275 6325 0
8.260000 4.130000 0.0 5 54106 740 830 1499 975 8282 6411 0
8.280000 4.140000 0.0 5 54106 702 833 1510 973 8348 6496 0
8.300000 4.150000 0.0 5 54103 744 781 1542 975 8199 6476 0
8.320000 4.160000 0.0 5 54094 840 742 1551 987 8380 6444 0
8.340000 4.170000 0.0 5 54087 1499 784 1552 951 8155 6484 0
8.360000 4.180000 0.0 5 54103 2962 755 1512 968 8223 6456 0
8.380000 4.190000 0.0 5 54092 5619 774 1499 987 8223 6375 0
8.400000 4.200000 0.0 5 54086 8694 770 1465 971 8247 6292 0
8.420000 4.210000 0.0 5 54096 10042 766 1489 996 8269 6343 0
8.440000 4.220000 0.0 5 54084 9654 844 1370 1010 8158 6345 0
8.460000 4.230000 0.0 5 54091 5970 986 1429 1052 8065 6373 0
8.480000 4.240000 0.0 5 54089 4378 1115 1300 986 8170 6446 0
8.500000 4.250000 0.0 5 54088 998 1382 1354 1002 8195 6506 0
8.520000 4.260000 0.0 5 54083 804 1213 1291 967 8208 6321 0
8.540000 4.270000 0.0 5 54095 758 1262 1309 974 8180 6225 0
8.560000 4.280000 0.0 5 54118 730 1282 1285 1001 8033 6339 0
8.580000 4.290000 0.0 5 54120 752 1101 1281 966 8141 6364 0
8.600000 4.300000 0.0 5 54120 754 923 1366 1000 7983 6304 0
8.620000 4.310000 0.0 5 54119 700 833 1369 985 8233 6386 0
8.640000 4.320000 0.0 5 54116 742 823 1461 946 7979 6433 0
8.660000 4.330000 0.0 5 54120 690 928 1354 1039 8173 6460 0
8.680000 4.340000 0.0 5 54115 723 943 1440 962 8187 6336 0
8.700000 4.350000 0.0 5 54116 740 972 1370 964 8186 6417 0
8.720000 4.360000 0.0 5 54109 666 967 1344 990 8241 6454 0
8.740000 4.370000 0.0 5 54108 687 1077 1353 993 8173 6208 0
8.760000 4.380000 0.0 5 54114 728 1058 1341 936 8041 6309 0
8.780000 4.390000 0.0 5 54105 707 1075 1306 1049 7920 6156 0
8.800000 4.400000 0.0 5 54106 714 1062 1290 963 8059 6325 0
8.820000 4.410000 0.0 5 54114 732 904 1294 910 8125 6185 0
8.840000 4.420000 0.0 5 54111 661 860 1426 988 8071 6262 0
8.860000 4.430000 0.0 5 54105 723 871 1481 979 8201 6251 0
8.880000 4.440000 0.0 5 54107 740 879 1325 1031 7967 6219 0
8.900000 4.450000 0.0 5 54137 727 825 1384 1013 8044 6270 0
8.920000 4.460000 0.0 5 54137 768 810 1381 1091 8009 6140 0
8.940000 4.470000 0.0 5 54134 865 785 1293 988 8075 6188 0
8.960000 4.480000 0.0 5 54138 1436 829 1308 997 8161 6253 0
8.980000 4.490000 0.0 5 54134 2003 760 1353 948 8008 6187 0
